Order Reference	Order Reference	Order Date	Customer	Salesperson	Activities	Company	Total	Invoice Status
VSO/2500994	INSTA SALES 27/12/2025	2025-12-30 15:07:24	Customer Via Instashop	Finance		Velocity International Trading LLC	1,104.322	Fully Invoiced
VSO/2501020	Order #10457093	2025-12-30 14:23:10	Y E S International Trading LLC	Finance		Velocity International Trading LLC	219.450	Fully Invoiced
VSO/2501019	Order #10457092	2025-12-30 14:21:38	Y E S International Trading LLC	Finance		Velocity International Trading LLC	121.800	Fully Invoiced
VSO/2501018	Order #10457091	2025-12-30 14:20:31	The Pets Club FZC LLC	Finance		Velocity International Trading LLC	447.300	Fully Invoiced
VSO/2501017	Order #10457090	2025-12-30 14:19:21	Y E S International Trading LLC	Finance		Velocity International Trading LLC	838.320	Fully Invoiced
VSO/2501016	Order #10457085	2025-12-30 14:15:37	Max Zylen Online Seller	Hafnas Nasar		Velocity International Trading LLC	472.500	Fully Invoiced
VSO/2501015	Order #10457077	2025-12-30 14:14:23	Paws & Relax Pets Salon LLC	Finance		Velocity International Trading LLC	720.300	Fully Invoiced
VSO/2501014	Order #10457076	2025-12-30 14:13:08	Al Tella Animal Feeds LLC, Delivery	Finance		Velocity International Trading LLC	1,544.256	Fully Invoiced
VSO/2501013	Order #10457075	2025-12-30 14:10:06	Pets Lounge Pets Grooming LLC	Hafnas Nasar		Velocity International Trading LLC	2,089.500	Fully Invoiced
VSO/2501012	Order #10457072	2025-12-30 14:07:28	Haiwanati Pets Trading LLC	Finance		Velocity International Trading LLC	240.975	Fully Invoiced
VSO/2501011	Order #10457086	2025-12-30 14:02:11	Jacee Ekart L.L.LC FZ	Finance		Velocity International Trading LLC	315.000	Fully Invoiced
VSO/2501010	Order #10457073	2025-12-30 14:01:04	Jacee Ekart L.L.LC FZ	Finance		Velocity International Trading LLC	1,123.500	Fully Invoiced
VSO/2501009	Manual Order 30-12-2025	2025-12-30 13:16:35	Olga Cherkasova Pets Trading LLC	Finance		Velocity International Trading LLC	3,569.911	Fully Invoiced
VSO/2501008	Manual Order	2025-12-30 12:47:36	Reeflections Fish & Live Animal Trading LLC	Hafnas Nasar		Velocity International Trading LLC	1,575.000	Fully Invoiced
VSO/2500999	AMAZON 27-12-2025 TO 29-12-2025	2025-12-30 11:37:02	Customer Via Amazon	Finance		Velocity International Trading LLC	22,857.378	Fully Invoiced
VSO/2501000	Order #10457071	2025-12-30 11:08:25	Pet Zone LLC	Hafnas Nasar		Velocity International Trading LLC	12,295.500	Fully Invoiced
VSO/2500996	Ms. Saeeda	2025-12-30 10:18:48	Cash Customer	Finance		Velocity International Trading LLC	1,653.540	Fully Invoiced
VSO/2500995	Ms. Fatima	2025-12-30 10:17:33	Cash Customer	Finance		Velocity International Trading LLC	826.770	Fully Invoiced
VSO/2500974	Velocity Oman - Primal / INABA / Nulo	2025-12-27 15:44:24	Velocity International  LLC	Finance		Velocity International Trading LLC	46,357.000	Fully Invoiced
VSO/2500889	INSTA SALE 18/12/2025	2025-12-27 11:05:28	Customer Via Instashop	Finance		Velocity International Trading LLC	756.380	Fully Invoiced
VSO/2500979	INSTA ORDER 26/12/2025	2025-12-27 11:01:16	Customer Via Instashop	Finance		Velocity International Trading LLC	1,618.058	Fully Invoiced
VSO/2500993	CAREEM ORDER 26/12/2025	2025-12-27 10:46:54	Customer Via Careem	Finance		Velocity International Trading LLC	84.998	Fully Invoiced
VSO/2500992	AMAZON 22-12-2025 to 26-12-2025	2025-12-27 10:41:18	Customer Via Amazon	Finance		Velocity International Trading LLC	43,014.736	Fully Invoiced
VSO/2500987	Shopify -12/26/2025	2025-12-27 10:37:11	Customer Via Pet Central	Finance		Velocity International Trading LLC	3,211.860	Fully Invoiced
VSO/2500985	NNFC9NNZZ440HG1A - 1462	2025-12-26 15:33:12	Customer Via Now Now	Finance		Velocity International Trading LLC	93.520	Fully Invoiced
VSO/2500982	NNFCBNNAMIZPQOTA - 2408	2025-12-26 15:15:49	Customer Via Now Now	Finance		Velocity International Trading LLC	155.023	Fully Invoiced
VSO/2500984	NNFC8NNAX9ZW350A - 6001	2025-12-26 15:14:13	Customer Via Now Now	Finance		Velocity International Trading LLC	121.500	Fully Invoiced
VSO/2500983	NNFBONNT7BN5FGEA - 3376	2025-12-26 15:13:03	Customer Via Now Now	Finance		Velocity International Trading LLC	86.500	Fully Invoiced
VSO/2500981	NNFASNNA06R9V3EA - 2838	2025-12-26 15:11:25	Customer Via Now Now	Finance		Velocity International Trading LLC	114.999	Fully Invoiced
VSO/2500980	CAREEM ORDER 25/12/2025	2025-12-26 15:09:43	Customer Via Careem	Finance		Velocity International Trading LLC	117.000	Fully Invoiced
VSO/2500975	CAREEM ORDER 23/12/2025	2025-12-26 15:03:45	Customer Via Careem	Finance		Velocity International Trading LLC	56.008	Fully Invoiced
VSO/2500904	Careem Order 3/12/2025	2025-12-26 15:03:01	Customer Via Careem	Finance		Velocity International Trading LLC	70.000	Fully Invoiced
VSO/2500908	Careem Order 4/12/2025	2025-12-26 15:02:30	Customer Via Careem	Finance		Velocity International Trading LLC	259.896	Fully Invoiced
VSO/2500973	INSTA SALES 25/12/2025	2025-12-26 14:08:39	Customer Via Instashop	Finance		Velocity International Trading LLC	1,562.535	Fully Invoiced
VSO/2500977	CAREEM ORDER 25/12/2025	2025-12-25 17:48:20	Customer Via Careem	Finance		Velocity International Trading LLC	150.000	Fully Invoiced
VSO/2500976	CAREEM ORDER 24/12/2025	2025-12-25 17:44:55	Customer Via Careem	Finance		Velocity International Trading LLC	72.010	Fully Invoiced
VSO/2500969	INSTA SALE 24/12/2025	2025-12-25 16:44:38	Customer Via Instashop	Finance		Velocity International Trading LLC	1,861.371	Fully Invoiced
VSO/2500970	INSTA CASH SALES 24/12/2025	2025-12-25 16:14:52	Customer Via Instashop	Finance		Velocity International Trading LLC	99.475	Fully Invoiced
VSO/2500962	INSTA SALES 23/12/2025	2025-12-25 15:57:25	Customer Via Instashop	Finance		Velocity International Trading LLC	813.143	Fully Invoiced
VSO/2500941	Shopify 21-12-2025	2025-12-25 15:10:28	Customer Via Pet Central	Finance		Velocity International Trading LLC	4,458.730	Fully Invoiced
VSO/2500944	Shopify 20-12-2025	2025-12-25 15:00:45	Customer Via Pet Central	Finance		Velocity International Trading LLC	3,899.600	Fully Invoiced
VSO/2500946	Shopify 19-12-2025	2025-12-25 14:55:41	Customer Via Pet Central	Finance		Velocity International Trading LLC	3,829.210	Fully Invoiced
VSO/2500948	Shopify 18-12-2025	2025-12-25 12:57:02	Customer Via Pet Central	Finance		Velocity International Trading LLC	3,461.910	Fully Invoiced
VSO/2500958	Order #10457067	2025-12-25 10:30:26	Y E S International Trading LLC	Finance		Velocity International Trading LLC	624.971	Fully Invoiced
VSO/2500909	Careem Order 7/12/2025	2025-12-24 19:56:21	Customer Via Careem	Finance		Velocity International Trading LLC	180.002	Fully Invoiced
VSO/2500916	Careem Order 14/12/2025	2025-12-24 19:52:51	Customer Via Careem	Finance		Velocity International Trading LLC	56.008	Fully Invoiced
VSO/2500963	INSTA CASH SALES 23/12/2025	2025-12-24 16:51:14	Customer Via Instashop	Finance		Velocity International Trading LLC	283.875	Fully Invoiced
VSO/2500961	INSTA SALE 22/12/2025	2025-12-24 16:14:02	Customer Via Instashop	Finance		Velocity International Trading LLC	1,754.261	Fully Invoiced
VSO/2500959	INSTA SALES 21/12/2025	2025-12-24 14:55:43	Customer Via Instashop	Finance		Velocity International Trading LLC	1,862.919	Fully Invoiced
VSO/2500960	Order #10457059	2025-12-24 13:32:07	Haiwanati Pets Trading LLC	Finance		Velocity International Trading LLC	260.400	Fully Invoiced
VSO/2500957	287285127542939 / A04403516PN	2025-12-24 12:24:49	Bandidos Retail LLC	Hafnas Nasar		Velocity International Trading LLC	3,250.937	Fully Invoiced
VSO/2500956	9411838056743 / A04398195PN	2025-12-24 12:23:00	Marketplace E Commerce L.L.C	Finance		Velocity International Trading LLC	657.720	Fully Invoiced
VSO/2500955	9411383802449 / A04398194PN	2025-12-24 10:02:44	Marketplace E Commerce L.L.C	Finance		Velocity International Trading LLC	2,561.580	Fully Invoiced
VSO/2500954	AMAZON 17-12-2025 TO 21-12-2025	2025-12-23 16:33:59	Customer Via Amazon	Finance		Velocity International Trading LLC	30,657.650	Fully Invoiced
VSO/2500932	Manual Order Primal 23-12-2025	2025-12-23 12:44:38	Olga Cherkasova Pets Trading LLC	Finance		Velocity International Trading LLC	3,263.873	Fully Invoiced
VSO/2500931	Manual Order	2025-12-23 12:35:11	Olga Cherkasova Pets Trading LLC	Finance		Velocity International Trading LLC	630.000	Fully Invoiced
VSO/2500930	Order #10457056	2025-12-23 11:41:32	Olga Cherkasova Pets Trading LLC	Finance		Velocity International Trading LLC	6,951.193	Fully Invoiced
VSO/2500928	Order #10457046	2025-12-23 10:31:31	SYNERGY VETERINARY CLINIC L.L.C	Finance		Velocity International Trading LLC	468.111	Fully Invoiced
VSO/2500927	Order #10457058	2025-12-23 10:20:31	The Pet Shack Animal Accessories Trading LLC	Hafnas Nasar		Velocity International Trading LLC	1,575.000	Fully Invoiced
VSO/2500926	Order #10457060	2025-12-23 10:19:04	Al Mushrif Aquarium Fish Trading LLC	Finance		Velocity International Trading LLC	575.400	Fully Invoiced
VSO/2500925	Order #10457057	2025-12-23 10:14:17	Smart Pets Care LLC - S.C.P	Hafnas Nasar		Velocity International Trading LLC	472.500	Fully Invoiced
VSO/2500919	Order #10457054	2025-12-23 10:11:55	Smart Pets Aquatic & Live animals Trading	Finance		Velocity International Trading LLC	1,327.725	Fully Invoiced
VSO/2500923	Order #10457053	2025-12-22 12:51:20	BIRDS EXHIBITION	Finance		Velocity International Trading LLC	597.555	Fully Invoiced
VSO/2500922	INSTA ORDER 20/12/2025	2025-12-21 17:56:22	Customer Via Instashop	Finance		Velocity International Trading LLC	1,122.446	Fully Invoiced
VSO/2500918	Order #10457055	2025-12-20 12:36:19	The Pets Club FZC LLC	Finance		Velocity International Trading LLC	312.900	Fully Invoiced
VSO/2500917	Careem Order 7/12/2025	2025-12-18 19:22:34	Customer Via Careem	Finance		Velocity International Trading LLC	58.000	Fully Invoiced
VSO/2500915	Careem Order 13/12/2025	2025-12-18 18:57:33	Customer Via Careem	Finance		Velocity International Trading LLC	89.500	Fully Invoiced
VSO/2500914	Careem Order 12/12/2025	2025-12-18 18:54:37	Customer Via Careem	Finance		Velocity International Trading LLC	155.000	Fully Invoiced
VSO/2500913	Careem Order 11/12/2025	2025-12-18 18:48:40	Customer Via Careem	Finance		Velocity International Trading LLC	70.000	Fully Invoiced
VSO/2500912	Careem order 10/12/2025	2025-12-18 18:44:35	Customer Via Careem	Finance		Velocity International Trading LLC	70.000	Fully Invoiced
VSO/2500911	Careem Order 7/12/2025	2025-12-18 18:42:13	Customer Via Careem	Finance		Velocity International Trading LLC	193.000	Fully Invoiced
VSO/2500910	Careem Order 6/12/2025	2025-12-18 18:02:43	Customer Via Careem	Finance		Velocity International Trading LLC	104.500	Fully Invoiced
VSO/2500907	Careem Order 4/12/2025	2025-12-18 17:51:52	Customer Via Careem	Finance		Velocity International Trading LLC	37.500	Fully Invoiced
VSO/2500905	Careem Order 4/12/2025	2025-12-18 17:42:54	Customer Via Careem	Finance		Velocity International Trading LLC	285.000	Fully Invoiced
VSO/2500903	Careem Order 30/11/2025	2025-12-18 17:33:49	Customer Via Careem	Finance		Velocity International Trading LLC	139.000	Fully Invoiced
VSO/2500902	Careem Order 28/11/2025	2025-12-18 17:27:28	Customer Via Careem	Finance		Velocity International Trading LLC	140.000	Fully Invoiced
VSO/2500897	AMAZON 16-12-2025	2025-12-18 17:00:22	Customer Via Amazon	Finance		Velocity International Trading LLC	5,357.490	Fully Invoiced
VSO/2500887	INSTA SALES 17/12/2025	2025-12-18 16:44:43	Customer Via Instashop	Finance		Velocity International Trading LLC	939.980	Fully Invoiced
VSO/2500886	Shopify 16-12-2025	2025-12-18 16:42:44	Customer Via Pet Central	Finance		Velocity International Trading LLC	5,487.820	Fully Invoiced
VSO/2500874	Shopify 15-12-2025	2025-12-18 16:41:46	Customer Via Pet Central	Finance		Velocity International Trading LLC	3,577.960	Fully Invoiced
VSO/2500895	INSTA SALE 15/12/2025	2025-12-18 16:38:51	Customer Via Instashop	Finance		Velocity International Trading LLC	2,000.920	Fully Invoiced
VSO/2500894	Amazon 11-12-2025 to 15-12-2025	2025-12-18 16:18:28	Customer Via Amazon	Finance		Velocity International Trading LLC	40,783.960	Fully Invoiced
VSO/2500851	INSTA SALE 16/12/2025	2025-12-17 13:04:04	Customer Via Instashop	Hafnas Nasar		Velocity International Trading LLC	502.640	Fully Invoiced
VSO/2500847	INSTA CASH SALE 0826527/14/12/2025	2025-12-17 13:03:20	Customer Via Instashop	Finance		Velocity International Trading LLC	151.250	Fully Invoiced
VSO/2500846	INSTA SALES 14/12/2025	2025-12-17 13:03:04	Customer Via Instashop	Finance		Velocity International Trading LLC	117.720	Fully Invoiced
VSO/2500858	Order #10457044	2025-12-17 12:58:11	The Pets Club FZC LLC	Finance		Velocity International Trading LLC	220.230	Fully Invoiced
VSO/2500859	MR.Siqender	2025-12-17 12:56:57	Cash Customer	Finance		Velocity International Trading LLC	225.000	Fully Invoiced
VSO/2500845	Royal Canin 15-12-20225	2025-12-17 12:54:03	The Pets Club FZC LLC	Finance		Velocity International Trading LLC	1,247.930	Fully Invoiced
VSO/2500843	13/12/2025 INSTA SALES	2025-12-17 12:53:40	Customer Via Instashop	Finance		Velocity International Trading LLC	1,144.750	Fully Invoiced
VSO/2500882	Order #10457037	2025-12-17 12:25:58	Animal Den Trading LLC	Hafnas Nasar		Velocity International Trading LLC	2,776.450	Fully Invoiced
VSO/2500881	Order #10457051	2025-12-17 10:16:44	Luxury Pets Grooming LLC	Finance		Velocity International Trading LLC	787.500	Fully Invoiced
VSO/2500880	Order #10457050	2025-12-17 10:02:57	Y E S International Trading LLC	Finance		Velocity International Trading LLC	431.030	Fully Invoiced
VSO/2500879	Order #10457047	2025-12-17 09:53:59	Y E S International Trading LLC	Finance		Velocity International Trading LLC	5,433.750	Fully Invoiced
VSO/2500878	Order #10457045	2025-12-17 09:52:00	Y E S International Trading LLC	Finance		Velocity International Trading LLC	2,835.000	Fully Invoiced
VSO/2500870	14-12-2025 Shopify	2025-12-16 18:59:48	Customer Via Pet Central	Finance		Velocity International Trading LLC	3,701.900	Fully Invoiced
VSO/2500868	13-12-2025 Shopify	2025-12-16 18:18:44	Customer Via Pet Central	Finance		Velocity International Trading LLC	5,698.300	Fully Invoiced
VSO/2500862	Shopify 12-12-2025	2025-12-16 17:31:56	Customer Via Pet Central	Finance		Velocity International Trading LLC	4,187.730	Fully Invoiced
VSO/2500820	11-12-2025 Shopify	2025-12-16 17:08:16	Customer Via Pet Central	Orders & Dispatch		Velocity International Trading LLC	7,806.840	Fully Invoiced
VSO/2500860	Order #10457043	2025-12-16 15:09:57	Petopia Pet Salon	Finance		Velocity International Trading LLC	1,592.850	Fully Invoiced
VSO/2500857	Manual Order	2025-12-16 11:16:38	BPK Global Trading LLC	Hafnas Nasar		Velocity International Trading LLC	3,150.000	Fully Invoiced
VSO/2500849	Order #10457035	2025-12-16 10:50:43	Best Pets Unlimited Trading L.L.C	Finance		Velocity International Trading LLC	2,412.570	Fully Invoiced
VSO/2500855	Order #10457039	2025-12-16 10:43:42	Pets Lounge Pets Grooming LLC	Hafnas Nasar		Velocity International Trading LLC	4,440.720	Fully Invoiced
VSO/2500850	Order #10457036	2025-12-16 10:39:21	Paws & Relax Pets Salon LLC	Finance		Velocity International Trading LLC	823.200	Fully Invoiced
VSO/2500853	Order #10457040	2025-12-16 10:38:45	McWild Animal Feeds Trading LLC	Finance		Velocity International Trading LLC	1,890.000	Fully Invoiced
VSO/2500854	Order #10457041	2025-12-16 10:36:10	Waggin Tails Pets Supplements Trading LLC	Finance		Velocity International Trading LLC	678.300	Fully Invoiced
VSO/2500844	Order #10457038	2025-12-15 11:05:15	The Pet Shack Animal Accessories Trading LLC	Hafnas Nasar		Velocity International Trading LLC	4,179.000	Fully Invoiced
VSO/2500837	Amazon 01-12-2025 to 10-12-2025	2025-12-13 18:01:07	Customer Via Amazon	Finance		Velocity International Trading LLC	81,120.640	Fully Invoiced
VSO/2500816	10-12-2025 (Shopify)	2025-12-13 17:48:43	Customer Via Pet Central	Orders & Dispatch		Velocity International Trading LLC	3,796.490	Fully Invoiced
VSO/2500812	Royal Canin Order 12-12-2025	2025-12-13 17:01:40	The Pets Club FZC LLC	Orders & Dispatch		Velocity International Trading LLC	797.480	Fully Invoiced
VSO/2500809	01-12-2025 to 09-12-2025 (Shopify)	2025-12-13 16:18:26	Customer Via Pet Central	Orders & Dispatch		Velocity International Trading LLC	39,358.470	Fully Invoiced
VSO/2500794	Royal Canin Items	2025-12-13 16:01:42	The Pets Club FZC LLC	Orders & Dispatch		Velocity International Trading LLC	1,183.910	Fully Invoiced
VSO/2500841	Royal Canin 13-12-2025	2025-12-13 13:38:50	The Pets Club FZC LLC	Finance		Velocity International Trading LLC	269.000	Fully Invoiced
VSO/2500824	12/12/2025 INSTA SALES	2025-12-13 12:28:14	Customer Via Instashop	Orders & Dispatch		Velocity International Trading LLC	1,920.290	Fully Invoiced
VSO/2500823	11/12/2025 INSTA SALE	2025-12-12 20:26:57	Customer Via Instashop	Orders & Dispatch		Velocity International Trading LLC	484.930	Fully Invoiced
VSO/2500839	InstaShop 26-11-2025 to 30-11-2025	2025-12-12 20:25:16	Customer Via Pet Central	Orders & Dispatch		Velocity International Trading LLC	13,094.770	Fully Invoiced
VSO/2500673	Sample for the VIN/2025/00370 (Order #10456972)	2025-12-12 18:50:20	Pet Sky DMCC	Hafnas Nasar		Velocity International Trading LLC	0.000	Fully Invoiced
VSO/2500778	Free Samples	2025-12-12 18:47:38	Pet Sky DMCC	Hafnas Nasar		Velocity International Trading LLC	0.000	Fully Invoiced
VSO/2500826	Manual Order	2025-12-12 16:00:53	Olga Cherkasova Pets Trading LLC	Orders & Dispatch		Velocity International Trading LLC	331.470	Fully Invoiced
VSO/2500825	Manual Order	2025-12-12 15:29:28	Olga Cherkasova Pets Trading LLC	Orders & Dispatch		Velocity International Trading LLC	4,428.410	Fully Invoiced
VSO/2500822	30/11/2025 INSTA SALE	2025-12-12 13:06:25	Customer Via Instashop	Orders & Dispatch		Velocity International Trading LLC	995.640	Fully Invoiced
VSO/2500821	29/11/2025 INSTA SALE	2025-12-12 12:55:35	Customer Via Instashop	Orders & Dispatch		Velocity International Trading LLC	1,129.730	Fully Invoiced
VSO/2500810	28/11/2025 INSTA SALE	2025-12-12 12:33:37	Customer Via Instashop	Orders & Dispatch		Velocity International Trading LLC	378.660	Fully Invoiced
VSO/2500814	Order #10457033	2025-12-12 10:48:59	Max Zylen Online Seller	Hafnas Nasar		Velocity International Trading LLC	472.500	Fully Invoiced
VSO/2500813	manual order	2025-12-12 10:46:30	Amal Raj - Cash Customer	Orders & Dispatch		Velocity International Trading LLC	1,275.030	Fully Invoiced
VSO/2500811	Primal Manual Order	2025-12-12 10:21:39	German Standard Veterinary Medicines Trading L.L.C	Orders & Dispatch		Velocity International Trading LLC	35,097.300	Fully Invoiced
VSO/2500805	27/11/2025 Insta Sale	2025-12-11 19:59:04	Customer Via Instashop	Orders & Dispatch		Velocity International Trading LLC	53.540	Fully Invoiced
VSO/2500797	26/11/2025 Insta sale	2025-12-11 19:44:31	Customer Via Instashop	Orders & Dispatch		Velocity International Trading LLC	263.290	Fully Invoiced
VSO/2500796	10/12/2025 Insta Sale	2025-12-11 18:31:29	Customer Via Instashop	Orders & Dispatch		Velocity International Trading LLC	594.000	Fully Invoiced
VSO/2500795	Order #10457034	2025-12-11 13:47:23	The Pets Club FZC LLC	Orders & Dispatch		Velocity International Trading LLC	216.990	Fully Invoiced
VSO/2500777	Order #10457030	2025-12-11 12:30:33	SNH Packing General Trading LLC	Orders & Dispatch		Velocity International Trading LLC	10,771.600	Fully Invoiced
VSO/2500793	10457032	2025-12-11 11:18:21	Perkpets Grooming Station & Pet shop	Orders & Dispatch		Velocity International Trading LLC	1,192.800	Fully Invoiced
VSO/2500792	Order #10457031	2025-12-11 10:56:20	Nine Tails Pets Grooming	Orders & Dispatch		Velocity International Trading LLC	4,349.290	Fully Invoiced
VSO/2500791	287285320060454 / A04304618PN	2025-12-11 10:24:12	Bandidos Retail LLC	Hafnas Nasar		Velocity International Trading LLC	644.660	Fully Invoiced
VSO/2500783	9/12/2025 Insta sale	2025-12-10 17:43:35	Customer Via Instashop	Orders & Dispatch		Velocity International Trading LLC	1,221.990	Fully Invoiced
VSO/2500781	8/12/2025 Insta sale	2025-12-10 17:08:20	Customer Via Instashop	Orders & Dispatch		Velocity International Trading LLC	1,079.810	Fully Invoiced
VSO/2500782	Insta cash sale 2867480/08/12/2025	2025-12-10 16:25:49	Customer Via Instashop	Orders & Dispatch		Velocity International Trading LLC	70.440	Fully Invoiced
VSO/2500780	7/12/2025 Insta Sale	2025-12-10 15:59:45	Customer Via Instashop	Orders & Dispatch		Velocity International Trading LLC	978.720	Fully Invoiced
VSO/2500779	Insta Cash Sale 9568016/6/12/2025	2025-12-10 14:49:07	Customer Via Instashop	Orders & Dispatch		Velocity International Trading LLC	40.250	Fully Invoiced
VSO/2500776	6/12/2025 Insta sale	2025-12-10 14:28:13	Customer Via Instashop	Orders & Dispatch		Velocity International Trading LLC	239.930	Fully Invoiced
VSO/2500775	Insta cash sale 0262159/5/12/2025	2025-12-09 19:40:42	Customer Via Instashop	Orders & Dispatch		Velocity International Trading LLC	408.950	Fully Invoiced
VSO/2500774	5/12/2025 Insta sale	2025-12-09 19:35:09	Customer Via Instashop	Orders & Dispatch		Velocity International Trading LLC	1,257.650	Fully Invoiced
VSO/2500773	Insta cash sale 2796415/4/12/2025	2025-12-09 19:18:37	Customer Via Instashop	Orders & Dispatch		Velocity International Trading LLC	93.120	Fully Invoiced
VSO/2500772	04-12-2025 Insta sale	2025-12-09 19:03:00	Customer Via Instashop	Orders & Dispatch		Velocity International Trading LLC	903.790	Fully Invoiced
VSO/2500771	03-12-2025 Insta Sale	2025-12-09 18:11:45	Customer Via Instashop	Orders & Dispatch		Velocity International Trading LLC	1,646.400	Fully Invoiced
VSO/2500769	9411081232736 / A04314051PN	2025-12-09 16:24:07	Marketplace E Commerce L.L.C	Orders & Dispatch		Velocity International Trading LLC	1,710.000	Fully Invoiced
VSO/2500768	9411023520299 / A04314052PN	2025-12-09 16:21:47	Marketplace E Commerce L.L.C	Orders & Dispatch		Velocity International Trading LLC	509.200	Fully Invoiced
VSO/2500767	10457029	2025-12-09 15:32:27	Y E S International Trading LLC	Orders & Dispatch		Velocity International Trading LLC	546.540	Fully Invoiced
VSO/2500765	Order #10457028	2025-12-09 10:53:42	The Pets Club FZC LLC	Orders & Dispatch		Velocity International Trading LLC	272.990	Fully Invoiced
VSO/2500764	Order #10457025 & 10457024	2025-12-09 10:13:41	Transnet General Trading LLC	Hafnas Nasar		Velocity International Trading LLC	311.330	Fully Invoiced
VSO/2500763	Order #10457027	2025-12-09 10:10:01	Animal Zone LLC	Orders & Dispatch		Velocity International Trading LLC	1,102.500	Fully Invoiced
VSO/2500762	Order #10457023	2025-12-09 10:08:12	Pet Magnet	Orders & Dispatch		Velocity International Trading LLC	525.000	Fully Invoiced
VSO/2500761	Manual order	2025-12-08 14:31:42	Olga Cherkasova Pets Trading LLC	Orders & Dispatch		Velocity International Trading LLC	883.930	Fully Invoiced
VSO/2500760	Order #10457022	2025-12-08 10:31:37	Parabath Pet Food & Accessories Supplies	Orders & Dispatch		Velocity International Trading LLC	3,656.210	Fully Invoiced
VSO/2500759	Manual Order	2025-12-06 18:15:05	Cash Customer	Orders & Dispatch		Velocity International Trading LLC	407.410	Fully Invoiced
VSO/2500758	Amazon 20-11-2025 to 30-11-2025	2025-12-06 15:22:40	Customer Via Amazon	Orders & Dispatch		Velocity International Trading LLC	154,540.890	Fully Invoiced
VSO/2500749	Manual Order Tropi Clean	2025-12-05 19:31:44	The Pet Stop Trading LLC	Hafnas Nasar		Velocity International Trading LLC	2,723.110	Fully Invoiced
VSO/2500748	Order #10457019	2025-12-05 19:03:38	Paws & Relax Pets Salon LLC	Orders & Dispatch		Velocity International Trading LLC	977.550	Fully Invoiced
VSO/2500747	Order #10457018	2025-12-05 19:02:14	Meowtropolis Cat Cafe	Orders & Dispatch		Velocity International Trading LLC	472.500	Fully Invoiced
VSO/2500746	Order #10457017	2025-12-05 19:00:42	Aqua Pets Dreams Aquatic & Live Animals Trading LLC	Orders & Dispatch		Velocity International Trading LLC	630.000	Fully Invoiced
VSO/2500745	Manual Order	2025-12-05 18:05:43	Olga Cherkasova Pets Trading LLC	Orders & Dispatch		Velocity International Trading LLC	2,600.920	Fully Invoiced
VSO/2500744	Manual Order	2025-12-05 11:34:12	Think Fish LLC	Orders & Dispatch		Velocity International Trading LLC	1,104.600	Fully Invoiced
VSO/2500743	Order #10457016	2025-12-04 19:32:39	Super Lucky Pets LLC	Orders & Dispatch		Velocity International Trading LLC	945.000	Fully Invoiced
VSO/2500742	Order #10457013	2025-12-04 19:26:35	Y E S International Trading LLC	Orders & Dispatch		Velocity International Trading LLC	236.250	Fully Invoiced
VSO/2500741	Order #10457010	2025-12-04 19:25:13	Y E S International Trading LLC	Orders & Dispatch		Velocity International Trading LLC	218.300	Fully Invoiced
VSO/2500740	Order #10456988	2025-12-04 19:23:58	Y E S International Trading LLC	Orders & Dispatch		Velocity International Trading LLC	783.100	Fully Invoiced
VSO/2500739	Order #10456986	2025-12-04 19:21:55	Y E S International Trading LLC	Orders & Dispatch		Velocity International Trading LLC	1,811.250	Fully Invoiced
VSO/2500738	Order #10456971	2025-12-04 19:20:03	Y E S International Trading LLC	Orders & Dispatch		Velocity International Trading LLC	664.650	Fully Invoiced
VSO/2500737	Order #10456967	2025-12-04 19:16:58	Y E S International Trading LLC	Orders & Dispatch		Velocity International Trading LLC	2,677.500	Fully Invoiced
VSO/2500736	Order #10456966	2025-12-04 19:14:50	Y E S International Trading LLC	Orders & Dispatch		Velocity International Trading LLC	396.000	Fully Invoiced
VSO/2500534	Za'abeel Palace Office	2025-12-04 13:42:50	Za'abeel Office - His Highness the Ruler's Court	Orders & Dispatch		Velocity International Trading LLC	25,499.190	Fully Invoiced
VSO/2500735	Order #10457008	2025-12-04 13:28:32	King Animal Planet-kcbg	Orders & Dispatch		Velocity International Trading LLC	1,023.750	Fully Invoiced
VSO/2500734	Order #10457009	2025-12-04 13:26:36	Beauty Pets	Orders & Dispatch		Velocity International Trading LLC	708.750	Fully Invoiced
VSO/2500733	Order #10457011	2025-12-04 13:25:03	BPK Global Trading LLC	Hafnas Nasar		Velocity International Trading LLC	1,791.300	Fully Invoiced
VSO/2500731	Order #10457000	2025-12-04 10:53:00	Cute Animal Pets Trading, Delivery	Hafnas Nasar		Velocity International Trading LLC	912.050	Fully Invoiced
VSO/2500728	Order #10457007	2025-12-03 17:13:42	The Pet Stop Trading LLC	Hafnas Nasar		Velocity International Trading LLC	1,721.220	Fully Invoiced
VSO/2500716	Order #10456993	2025-12-03 16:53:06	Petopia Pet Salon	Orders & Dispatch		Velocity International Trading LLC	2,505.020	Fully Invoiced
VSO/2500727	Order #10456998	2025-12-03 16:41:58	Al Mushrif Aquarium Fish Trading LLC	Orders & Dispatch		Velocity International Trading LLC	603.220	Fully Invoiced
VSO/2500726	Order #10457001	2025-12-03 16:38:40	The Pet Shack Animal Accessories Trading LLC	Hafnas Nasar		Velocity International Trading LLC	1,575.000	Fully Invoiced
VSO/2500725	Order #10457006	2025-12-03 16:33:53	Crazy Pets Gooming Salon LLC	Orders & Dispatch		Velocity International Trading LLC	4,725.000	Fully Invoiced
